Experiment ,Metal ,Concentration,Conc_unit,Response ,Duration,Date,Tube,L1,L2,L3,L4,L5,D1,D2,D3,D4,D5
1,Mixed,6,TTU,Survival,72,8/12/2022,M,3,1,0,2,NA,4,3,5,5,NA
1,Mixed,6,TTU,Survival,72,8/12/2022,N,3,4,2,1,NA,4,3,4,5,NA
1,Mixed,6,TTU,Survival,72,8/12/2022,O,3,3,4,5,NA,4,6,7,4,NA
1,Mixed,10,TTU,Survival,72,8/12/2022,P,1,0,0,1,NA,6,7,5,6,NA
1,Mixed,10,TTU,Survival,72,8/12/2022,Q,2,3,4,0,NA,5,5,7,4,NA
1,Mixed,10,TTU,Survival,72,8/12/2022,R,2,0,2,0,NA,4,2,3,4,NA
1,Mixed,14,TTU,Survival,72,8/12/2022,S,2,0,0,1,NA,7,8,5,5,NA
1,Mixed,14,TTU,Survival,72,8/12/2022,T,1,1,3,2,NA,6,8,9,9,NA
1,Mixed,14,TTU,Survival,72,9/12/2022,U,0,0,2,1,NA,8,7,3,8,NA
1,Mixed,0,TTU,Survival,96,9/12/2022,A,10,9,18,17,NA,1,0,0,0,NA
1,Mixed,0,TTU,Survival,96,9/12/2022,B,11,11,16,14,NA,0,0,1,0,NA
1,Mixed,0,TTU,Survival,96,9/12/2022,C,8,11,9,12,NA,1,0,0,0,NA
1,Mixed,0.22,TTU,Survival,96,9/12/2022,D,3,4,3,3,NA,2,2,1,2,NA
1,Mixed,0.22,TTU,Survival,96,9/12/2022,E,4,4,6,0,NA,2,1,1,2,NA
1,Mixed,0.22,TTU,Survival,96,9/12/2022,F,3,5,5,6,NA,2,2,2,2,NA
1,Mixed,0.6,TTU,Survival,96,9/12/2022,G,4,5,3,2,NA,3,2,1,1,NA
1,Mixed,0.6,TTU,Survival,96,9/12/2022,H,6,3,3,2,NA,2,2,1,3,NA
1,Mixed,0.6,TTU,Survival,96,9/12/2022,I,3,6,3,5,NA,3,2,1,0,NA
1,Mixed,3,TTU,Survival,96,9/12/2022,J,3,2,1,0,NA,2,2,2,2,NA
1,Mixed,3,TTU,Survival,96,9/12/2022,K,5,6,6,2,NA,2,2,3,3,NA
1,Mixed,3,TTU,Survival,96,9/12/2022,L,1,0,4,3,NA,1,0,3,4,NA
1,Mixed,6,TTU,Survival,96,9/12/2022,M,3,3,4,0,NA,5,6,4,2,NA
1,Mixed,6,TTU,Survival,96,9/12/2022,N,2,3,3,2,NA,3,3,4,1,NA
1,Mixed,6,TTU,Survival,96,9/12/2022,O,3,5,0,0,NA,4,5,3,1,NA
1,Mixed,10,TTU,Survival,96,9/12/2022,P,4,2,3,1,NA,3,4,5,2,NA
1,Mixed,10,TTU,Survival,96,9/12/2022,Q,3,3,5,1,NA,8,6,7,4,NA
1,Mixed,10,TTU,Survival,96,9/12/2022,R,0,2,3,2,NA,6,6,3,5,NA
1,Mixed,14,TTU,Survival,96,9/12/2022,S,3,4,5,2,NA,3,6,7,8,NA
1,Mixed,14,TTU,Survival,96,9/12/2022,T,0,2,0,0,NA,4,4,5,6,NA
1,Mixed,14,TTU,Survival,96,9/12/2022,U,2,1,2,1,NA,3,4,4,6,NA
2,Cu,0,TU,Survival,24,12/12/2022,A,22,23,20,21,NA,1,0,1,1,NA
2,Cu,0,TU,Survival,24,12/12/2022,B,23,24,22,20,NA,0,0,0,1,NA
2,Cu,0,TU,Survival,24,12/12/2022,C,21,22,23,23,NA,0,1,0,0,NA
2,Cu,0.04,TU,Survival,24,12/12/2022,D,21,22,19,23,NA,1,1,1,0,NA
2,Cu,0.04,TU,Survival,24,12/12/2022,E,18,24,23,23,NA,0,1,2,2,NA
2,Cu,0.04,TU,Survival,24,12/12/2022,F,22,23,24,22,NA,1,0,2,2,NA
2,Cu,0.08,TU,Survival,24,12/12/2022,G,23,23,24,20,NA,1,1,2,3,NA
2,Cu,0.08,TU,Survival,24,12/12/2022,H,22,23,25,23,NA,0,2,1,2,NA
2,Cu,0.08,TU,Survival,24,12/12/2022,I,20,23,24,21,NA,2,2,1,3,NA
2,Cu,0.12,TU,Survival,24,12/12/2022,J,21,23,24,19,NA,2,0,1,1,NA
2,Cu,0.12,TU,Survival,24,12/12/2022,K,23,22,21,20,NA,1,1,3,2,NA
2,Cu,0.12,TU,Survival,24,12/12/2022,L,23,21,24,22,NA,2,1,2,2,NA
2,Cu,0.2,TU,Survival,24,12/12/2022,M,17,15,14,16,NA,4,3,5,4,NA
2,Cu,0.2,TU,Survival,24,12/12/2022,N,16,15,13,17,NA,3,3,5,5,NA
2,Cu,0.2,TU,Survival,24,12/12/2022,O,14,15,13,16,NA,4,2,1,3,NA
2,Cu,0.4,TU,Survival,24,12/12/2022,P,12,11,11,10,NA,5,6,6,7,NA
2,Cu,0.4,TU,Survival,24,12/12/2022,Q,8,9,10,11,NA,8,5,6,4,NA
2,Cu,0.4,TU,Survival,24,12/12/2022,R,13,8,9,10,NA,5,5,6,7,NA
2,Cu,1,TU,Survival,24,12/12/2022,S,8,9,6,11,NA,8,8,7,6,NA
2,Cu,1,TU,Survival,24,12/12/2022,T,7,6,7,8,NA,9,6,7,9,NA
2,Cu,1,TU,Survival,24,12/12/2022,U,8,7,9,7,NA,10,8,7,7,NA
2,Cu,2,TU,Survival,24,12/12/2022,V,4,5,6,7,NA,11,12,10,9,NA
2,Cu,2,TU,Survival,24,12/12/2022,W,4,6,6,8,NA,9,8,11,11,NA
2,Cu,2,TU,Survival,24,12/12/2022,X,5,5,4,4,NA,10,9,11,12,NA
2,Cu,4,TU,Survival,24,12/12/2022,Y,3,4,3,3,NA,13,11,14,12,NA
2,Cu,4,TU,Survival,24,12/12/2022,Z,3,4,3,5,NA,14,13,13,15,NA
2,Cu,4,TU,Survival,24,12/12/2022,AA,3,3,4,5,NA,15,16,14,13,NA
2,Cu,6,TU,Survival,24,12/12/2022,AB,2,1,3,1,NA,19,20,21,19,NA
2,Cu,6,TU,Survival,24,12/12/2022,AC,2,2,1,1,NA,17,16,21,20,NA
2,Cu,6,TU,Survival,24,12/12/2022,AD,3,1,1,2,NA,21,22,18,19,NA
2,Cu,0,TU,Survival,48,13/12/2022,A,23,21,24,23,NA,1,1,0,0,NA
2,Cu,0,TU,Survival,48,13/12/2022,B,22,22,21,23,NA,0,1,1,0,NA
2,Cu,0,TU,Survival,48,13/12/2022,C,20,19,24,22,NA,0,0,1,1,NA
2,Cu,0.04,TU,Survival,48,13/12/2022,D,23,22,21,24,NA,1,1,2,0,NA
2,Cu,0.04,TU,Survival,48,13/12/2022,E,23,21,22,20,NA,0,0,1,1,NA
2,Cu,0.04,TU,Survival,48,13/12/2022,F,20,21,24,25,NA,2,1,0,0,NA
2,Cu,0.08,TU,Survival,48,13/12/2022,G,23,22,24,23,NA,0,1,1,0,NA
2,Cu,0.08,TU,Survival,48,13/12/2022,H,22,24,21,22,NA,2,0,1,1,NA
2,Cu,0.08,TU,Survival,48,13/12/2022,I,21,23,22,19,NA,1,1,0,0,NA
2,Cu,0.12,TU,Survival,48,13/12/2022,J,23,21,23,24,NA,1,0,1,1,NA
2,Cu,0.12,TU,Survival,48,13/12/2022,K,21,23,20,22,NA,0,2,1,0,NA
2,Cu,0.12,TU,Survival,48,13/12/2022,L,23,24,21,23,NA,1,1,0,0,NA
2,Cu,0.2,TU,Survival,48,13/12/2022,M,11,12,10,9,NA,3,4,3,4,NA
2,Cu,0.2,TU,Survival,48,13/12/2022,N,12,12,10,9,NA,4,5,5,4,NA
2,Cu,0.2,TU,Survival,48,13/12/2022,O,12,11,8,10,NA,4,6,5,4,NA
2,Cu,0.4,TU,Survival,48,13/12/2022,P,10,9,11,11,NA,8,7,8,7,NA
2,Cu,0.4,TU,Survival,48,13/12/2022,Q,8,9,10,9,NA,8,8,7,6,NA
2,Cu,0.4,TU,Survival,48,13/12/2022,R,9,10,11,9,NA,7,5,8,9,NA
2,Cu,1,TU,Survival,48,13/12/2022,S,8,10,7,7,NA,10,11,13,14,NA
2,Cu,1,TU,Survival,48,13/12/2022,T,7,6,8,5,NA,12,14,13,13,NA
2,Cu,1,TU,Survival,48,13/12/2022,U,6,6,5,5,NA,15,14,13,12,NA
2,Cu,2,TU,Survival,48,13/12/2022,V,5,6,4,4,NA,16,15,18,16,NA
2,Cu,2,TU,Survival,48,13/12/2022,W,4,3,6,4,NA,16,17,18,16,NA
2,Cu,2,TU,Survival,48,13/12/2022,X,5,4,3,3,NA,18,19,15,14,NA
2,Cu,4,TU,Survival,48,13/12/2022,Y,4,3,2,4,NA,19,19,17,19,NA
2,Cu,4,TU,Survival,48,13/12/2022,Z,2,3,2,1,NA,20,18,17,19,NA
2,Cu,4,TU,Survival,48,13/12/2022,AA,2,2,3,1,NA,21,21,20,18,NA
2,Cu,6,TU,Survival,48,13/12/2022,AB,2,1,1,1,NA,21,23,24,22,NA
2,Cu,6,TU,Survival,48,13/12/2022,AC,1,2,1,2,NA,24,25,23,23,NA
2,Cu,6,TU,Survival,48,13/12/2022,AD,2,1,2,2,NA,22,24,23,24,NA
2,Cu,0,TU,Survival,72,14/12/2022,A,23,23,20,22,NA,0,0,1,0,NA
2,Cu,0,TU,Survival,72,14/12/2022,B,23,21,20,23,NA,2,1,0,1,NA
2,Cu,0,TU,Survival,72,14/12/2022,C,20,22,22,21,NA,1,1,0,1,NA
2,Cu,0.04,TU,Survival,72,14/12/2022,D,21,23,21,22,NA,1,0,1,0,NA
2,Cu,0.04,TU,Survival,72,14/12/2022,E,24,23,21,23,NA,2,0,1,1,NA
2,Cu,0.04,TU,Survival,72,14/12/2022,F,23,24,21,23,NA,0,1,0,0,NA
2,Cu,0.08,TU,Survival,72,14/12/2022,G,19,23,20,22,NA,0,1,1,2,NA
2,Cu,0.08,TU,Survival,72,14/12/2022,H,21,24,22,23,NA,1,2,0,0,NA
2,Cu,0.08,TU,Survival,72,14/12/2022,I,21,23,22,23,NA,1,0,1,1,NA
2,Cu,0.12,TU,Survival,72,14/12/2022,J,20,22,21,21,NA,0,1,0,1,NA
2,Cu,0.12,TU,Survival,72,14/12/2022,K,23,22,20,21,NA,1,1,0,0,NA
2,Cu,0.12,TU,Survival,72,14/12/2022,L,20,23,23,22,NA,0,2,1,0,NA
2,Cu,0.2,TU,Survival,72,14/12/2022,M,5,5,6,7,NA,7,7,6,8,NA
2,Cu,0.2,TU,Survival,72,14/12/2022,N,12,6,3,0,NA,6,8,8,9,NA
2,Cu,0.2,TU,Survival,72,14/12/2022,O,3,6,0,4,NA,7,7,6,9,NA
2,Cu,0.4,TU,Survival,72,14/12/2022,P,4,7,4,1,NA,8,11,10,8,NA
2,Cu,0.4,TU,Survival,72,14/12/2022,Q,4,3,4,3,NA,12,8,9,9,NA
2,Cu,0.4,TU,Survival,72,14/12/2022,R,7,9,1,1,NA,10,12,11,10,NA
2,Cu,1,TU,Survival,72,14/12/2022,S,4,6,1,7,NA,15,17,16,18,NA
2,Cu,1,TU,Survival,72,14/12/2022,T,1,2,2,2,NA,18,17,16,16,NA
2,Cu,1,TU,Survival,72,14/12/2022,U,7,1,3,10,NA,18,19,20,18,NA
2,Cu,2,TU,Survival,72,14/12/2022,V,0,7,1,2,NA,16,23,22,21,NA
2,Cu,2,TU,Survival,72,14/12/2022,W,2,1,5,2,NA,19,20,17,18,NA
2,Cu,2,TU,Survival,72,14/12/2022,X,4,4,5,3,NA,18,21,22,19,NA
2,Cu,4,TU,Survival,72,14/12/2022,Y,6,5,7,2,NA,23,22,21,19,NA
2,Cu,4,TU,Survival,72,14/12/2022,Z,5,2,2,3,NA,24,18,20,22,NA
2,Cu,4,TU,Survival,72,14/12/2022,AA,2,5,7,2,NA,23,23,17,24,NA
2,Cu,6,TU,Survival,72,14/12/2022,AB,1,2,3,2,NA,25,26,24,25,NA
2,Cu,6,TU,Survival,72,14/12/2022,AC,8,0,3,3,NA,23,18,26,24,NA
2,Cu,6,TU,Survival,72,14/12/2022,AD,5,1,7,1,NA,25,23,23,26,NA
2,Cu,0,TU,Survival,96,15/12/2022,A,22,23,21,24,NA,0,0,0,1,NA
2,Cu,0,TU,Survival,96,15/12/2022,B,20,21,23,22,NA,2,1,0,1,NA
2,Cu,0,TU,Survival,96,15/12/2022,C,23,20,22,21,NA,0,2,1,1,NA
2,Cu,0.04,TU,Survival,96,15/12/2022,D,21,22,20,19,NA,1,0,1,0,NA
2,Cu,0.04,TU,Survival,96,15/12/2022,E,23,20,21,18,NA,2,3,0,0,NA
2,Cu,0.04,TU,Survival,96,15/12/2022,F,24,23,24,21,NA,1,2,4,0,NA
2,Cu,0.08,TU,Survival,96,15/12/2022,G,23,22,21,22,NA,2,3,1,1,NA
2,Cu,0.08,TU,Survival,96,15/12/2022,H,19,19,24,25,NA,1,0,2,2,NA
2,Cu,0.08,TU,Survival,96,15/12/2022,I,23,24,22,21,NA,3,0,1,1,NA
2,Cu,0.12,TU,Survival,96,15/12/2022,J,24,24,23,21,NA,2,1,0,0,NA
2,Cu,0.12,TU,Survival,96,15/12/2022,K,22,22,19,25,NA,0,2,1,1,NA
2,Cu,0.12,TU,Survival,96,15/12/2022,L,18,20,24,26,NA,0,1,1,0,NA
2,Cu,0.2,TU,Survival,96,15/12/2022,M,4,5,4,4,NA,10,11,9,9,NA
2,Cu,0.2,TU,Survival,96,15/12/2022,N,6,4,5,4,NA,9,7,10,11,NA
2,Cu,0.2,TU,Survival,96,15/12/2022,O,4,5,6,6,NA,12,11,10,9,NA
2,Cu,0.4,TU,Survival,96,15/12/2022,P,4,5,7,5,NA,13,12,13,15,NA
2,Cu,0.4,TU,Survival,96,15/12/2022,Q,3,4,5,3,NA,14,13,16,16,NA
2,Cu,0.4,TU,Survival,96,15/12/2022,R,4,3,3,3,NA,15,14,16,14,NA
2,Cu,1,TU,Survival,96,15/12/2022,S,4,3,2,1,NA,19,18,20,19,NA
2,Cu,1,TU,Survival,96,15/12/2022,T,3,5,4,2,NA,21,19,21,19,NA
2,Cu,1,TU,Survival,96,15/12/2022,U,3,0,4,4,NA,18,18,23,20,NA
2,Cu,2,TU,Survival,96,15/12/2022,V,2,2,2,1,NA,23,24,24,25,NA
2,Cu,2,TU,Survival,96,15/12/2022,W,3,2,2,1,NA,20,22,22,23,NA
2,Cu,2,TU,Survival,96,15/12/2022,X,4,2,3,3,NA,21,24,25,26,NA
2,Cu,4,TU,Survival,96,15/12/2022,Y,2,1,0,0,NA,27,25,19,26,NA
2,Cu,4,TU,Survival,96,15/12/2022,Z,0,0,1,2,NA,27,29,26,25,NA
2,Cu,4,TU,Survival,96,15/12/2022,AA,1,1,0,1,NA,25,28,27,26,NA
2,Cu,6,TU,Survival,96,15/12/2022,AB,1,0,2,0,NA,29,30,32,34,NA
2,Cu,6,TU,Survival,96,15/12/2022,AC,1,0,0,1,NA,31,33,33,32,NA
2,Cu,6,TU,Survival,96,15/12/2022,AD,0,0,0,1,NA,29,30,32,28,NA
2,Zn,0,TU,Survival,24,18/12/2022,A,21,18,19,20,NA,0,0,0,1,NA
2,Zn,0,TU,Survival,24,18/12/2022,B,21,22,21,23,NA,0,0,1,0,NA
2,Zn,0,TU,Survival,24,18/12/2022,C,20,24,19,23,NA,0,1,0,0,NA
2,Zn,0.02,TU,Survival,24,18/12/2022,D,15,17,16,16,NA,7,8,6,7,NA
2,Zn,0.02,TU,Survival,24,18/12/2022,E,16,17,15,16,NA,5,6,7,4,NA
2,Zn,0.02,TU,Survival,24,18/12/2022,F,17,17,18,19,NA,5,5,7,7,NA
2,Zn,0.2,TU,Survival,24,18/12/2022,G,13,14,15,12,NA,9,10,8,8,NA
2,Zn,0.2,TU,Survival,24,18/12/2022,H,14,13,14,12,NA,7,8,6,7,NA
2,Zn,0.2,TU,Survival,24,18/12/2022,I,12,11,16,10,NA,9,8,10,9,NA
2,Zn,2,TU,Survival,24,18/12/2022,J,10,11,8,9,NA,11,10,12,12,NA
2,Zn,2,TU,Survival,24,18/12/2022,K,9,10,11,12,NA,13,12,11,13,NA
2,Zn,2,TU,Survival,24,18/12/2022,L,9,8,10,7,NA,10,11,14,12,NA
2,Zn,4,TU,Survival,24,18/12/2022,M,7,6,6,8,NA,14,14,15,17,NA
2,Zn,4,TU,Survival,24,18/12/2022,N,6,8,9,7,NA,16,14,16,16,NA
2,Zn,4,TU,Survival,24,18/12/2022,O,8,7,6,5,NA,17,16,18,19,NA
2,Zn,6,TU,Survival,24,18/12/2022,P,5,6,5,5,NA,19,18,20,21,NA
2,Zn,6,TU,Survival,24,18/12/2022,Q,5,7,6,5,NA,22,18,19,20,NA
2,Zn,6,TU,Survival,24,18/12/2022,R,4,5,4,4,NA,18,19,22,21,NA
2,Zn,8,TU,Survival,24,18/12/2022,S,4,3,2,3,NA,22,21,24,21,NA
2,Zn,8,TU,Survival,24,18/12/2022,T,4,2,2,1,NA,19,23,25,24,NA
2,Zn,8,TU,Survival,24,18/12/2022,U,2,1,3,2,NA,23,26,24,25,NA
2,Zn,0,TU,Survival,48,19/12/2022,A,21,18,17,23,NA,1,1,0,0,NA
2,Zn,0,TU,Survival,48,19/12/2022,B,22,20,19,21,NA,0,0,0,0,NA
2,Zn,0,TU,Survival,48,19/12/2022,C,21,19,17,16,NA,0,0,1,0,NA
2,Zn,0.02,TU,Survival,48,19/12/2022,D,17,18,19,20,NA,7,8,7,8,NA
2,Zn,0.02,TU,Survival,48,19/12/2022,E,16,17,18,18,NA,7,6,6,6,NA
2,Zn,0.02,TU,Survival,48,19/12/2022,F,19,16,15,17,NA,8,7,6,9,NA
2,Zn,0.2,TU,Survival,48,19/12/2022,G,18,17,15,14,NA,9,10,11,9,NA
2,Zn,0.2,TU,Survival,48,19/12/2022,H,13,14,14,15,NA,8,9,10,11,NA
2,Zn,0.2,TU,Survival,48,19/12/2022,I,13,12,14,11,NA,9,9,11,10,NA
2,Zn,2,TU,Survival,48,19/12/2022,J,12,11,10,9,NA,12,12,11,14,NA
2,Zn,2,TU,Survival,48,19/12/2022,K,10,10,9,11,NA,13,13,14,15,NA
2,Zn,2,TU,Survival,48,19/12/2022,L,12,12,11,10,NA,14,15,13,13,NA
2,Zn,4,TU,Survival,48,19/12/2022,M,9,8,10,11,NA,16,15,17,16,NA
2,Zn,4,TU,Survival,48,19/12/2022,N,8,10,9,9,NA,17,17,16,17,NA
2,Zn,4,TU,Survival,48,19/12/2022,O,7,7,8,7,NA,18,16,17,19,NA
2,Zn,6,TU,Survival,48,19/12/2022,P,7,7,5,6,NA,23,24,22,25,NA
2,Zn,6,TU,Survival,48,19/12/2022,Q,7,6,5,7,NA,26,23,21,20,NA
2,Zn,6,TU,Survival,48,19/12/2022,R,6,6,6,7,NA,22,35,24,23,NA
2,Zn,8,TU,Survival,48,19/12/2022,S,5,5,4,3,NA,24,26,27,25,NA
2,Zn,8,TU,Survival,48,19/12/2022,T,5,4,4,4,NA,28,26,27,26,NA
2,Zn,8,TU,Survival,48,19/12/2022,U,3,4,3,2,NA,25,27,27,26,NA
2,Zn,0,TU,Survival,72,20/12/2022,A,18,21,20,19,NA,1,1,0,1,NA
2,Zn,0,TU,Survival,72,20/12/2022,B,21,17,16,19,NA,1,2,0,1,NA
2,Zn,0,TU,Survival,72,20/12/2022,C,19,21,20,17,NA,1,0,0,1,NA
2,Zn,0.02,TU,Survival,72,20/12/2022,D,14,15,16,17,NA,9,8,8,7,NA
2,Zn,0.02,TU,Survival,72,20/12/2022,E,16,14,14,13,NA,8,10,6,9,NA
2,Zn,0.02,TU,Survival,72,20/12/2022,F,12,16,15,14,NA,10,9,8,7,NA
2,Zn,0.2,TU,Survival,72,20/12/2022,G,13,12,11,10,NA,11,10,12,11,NA
2,Zn,0.2,TU,Survival,72,20/12/2022,H,11,10,9,8,NA,13,11,10,12,NA
2,Zn,0.2,TU,Survival,72,20/12/2022,I,11,10,10,9,NA,10,9,10,10,NA
2,Zn,2,TU,Survival,72,20/12/2022,J,9,10,8,8,NA,13,12,15,13,NA
2,Zn,2,TU,Survival,72,20/12/2022,K,7,9,7,7,NA,14,12,13,16,NA
2,Zn,2,TU,Survival,72,20/12/2022,L,8,8,7,6,NA,13,15,12,14,NA
2,Zn,4,TU,Survival,72,20/12/2022,M,7,6,6,6,NA,17,16,18,19,NA
2,Zn,4,TU,Survival,72,20/12/2022,N,5,6,7,7,NA,17,19,15,16,NA
2,Zn,4,TU,Survival,72,20/12/2022,O,5,4,4,5,NA,14,18,19,18,NA
2,Zn,6,TU,Survival,72,20/12/2022,P,4,5,3,2,NA,20,21,22,21,NA
2,Zn,6,TU,Survival,72,20/12/2022,Q,4,3,3,3,NA,23,21,22,22,NA
2,Zn,6,TU,Survival,72,20/12/2022,R,5,4,2,2,NA,19,20,20,21,NA
2,Zn,8,TU,Survival,72,20/12/2022,S,2,2,1,1,NA,28,27,26,25,NA
2,Zn,8,TU,Survival,72,20/12/2022,T,2,2,0,2,NA,29,25,25,26,NA
2,Zn,8,TU,Survival,72,20/12/2022,U,1,2,1,1,NA,27,28,28,27,NA
